Home_Page,Movie_Name,Genres,Release_Date,Vote_Average,Vote_Count,Budget_USD,Revenue,Run_Time_Minutes,Poster_URL
https://www.imdb.com/title/tt15009428/,Argylle,Action,2/2/24,5.6,90K,$200.0M,96200000,139,https://image.tmdb.org/t/p/w500/siduVKgOnABO4WH4lOwPQwaGwJp.jpg
https://www.imdb.com/title/tt22173666/,Azrael,Action,9/27/24,5.4,9.3K,$12.0M,666600,86,https://image.tmdb.org/t/p/w500/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg
https://www.imdb.com/title/tt9466114/,The Idea of You,Comedy,5/2/24,6.3,70K,0,36200,115,https://image.tmdb.org/t/p/w500/Y5P4Q3q8nrruZ9aD3wXeJS2Plg.jpg
https://www.imdb.com/title/tt9214772/,Monkey Man,Action,4/5/24,6.8,88K,$10.0M,35300000,121,https://image.tmdb.org/t/p/w500/4lhR4L2vzzjl68P1zJyCH755Oz4.jpg
https://www.imdb.com/title/tt11687002/,The Outrun,Drama,10/4/24,6.9,12K,0,5200000,118,https://image.tmdb.org/t/p/w500/zfRR2CkbvYrLuOPQFm8vBaENyMy.jpg
https://www.imdb.com/title/tt21235248/,Ghostbusters: Frozen Empire,Adventure,3/22/24,6.1,91K,$100.0M,202000000,115,https://image.tmdb.org/t/p/w500/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg
https://www.imdb.com/title/tt19864802/,Land of Bad,Action,2/16/24,6.6,49K,$16.5M,7000000,113,https://image.tmdb.org/t/p/w500/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg
https://www.imdb.com/title/tt33428606/,Solo Leveling: ReAwakening,Animation,12/6/24,8.6,4.2K,0,6300000,121,https://image.tmdb.org/t/p/w500/dblIFen0bNZAq8icJXHwrjfymDW.jpg
https://www.imdb.com/title/tt8310486/,Miller's Girl,Comedy,1/26/24,5.2,22K,$4.0M,1700000,93,https://image.tmdb.org/t/p/w500/ieU0zUj7WhE0GrgpgofRH0sNjbI.jpg
https://www.imdb.com/title/tt27218960/,Y2K,Comedy,12/6/24,4.9,9.1K,0,4400000,91,https://image.tmdb.org/t/p/w500/qndubIQalyxBJI5EBNZKGXEX74q.jpg
https://www.imdb.com/title/tt8337290/,Absolution,Action,11/1/24,5.2,6.6K,$30.0M,3900000,112,https://image.tmdb.org/t/p/w500/gt70JOD9xsPlpJnuBJAWdOT4yRg.jpg
https://www.imdb.com/title/tt16280912/,Humane,Horror,7/26/24,5.5,6.7K,0,44500,93,https://image.tmdb.org/t/p/w500/ecOvKaoM1hwQbp0uTnULGrSV32e.jpg
https://www.imdb.com/title/tt27118357/,Amaran,Action,10/31/24,8.2,17K,0,1700000,167,https://image.tmdb.org/t/p/w500/eCB06m1KUGilEOlIzb40nkQhVY0.jpg
https://www.imdb.com/title/tt19356262/,Drive-Away Dolls,Action,2/23/24,5.4,22K,0,7900000,84,https://image.tmdb.org/t/p/w500/6QPKmqntFgLm6sB47AtSelEGGPM.jpg
https://www.imdb.com/title/tt23137390/,Immaculate,Horror,3/22/24,5.8,51K,$9.0M,35300000,89,https://image.tmdb.org/t/p/w500/zyopv7D5j7cfswG0NYiA14qAdPC.jpg
https://www.imdb.com/title/tt21692408/,Kung Fu Panda 4,Animation,3/8/24,6.3,65K,$85.0M,547700000,94,https://image.tmdb.org/t/p/w500/nqXsAaQsKw2gKpkfhIgjXNDRqg7.jpg
https://www.imdb.com/title/tt13397574/,Mothers' Instinct,Drama,8/13/24,6.3,19K,0,3400000,94,https://image.tmdb.org/t/p/w500/6EtPToJlGpjyuIxkIoztnBXYFgJ.jpg
https://www.imdb.com/title/tt26731216/,The Forge,Drama,8/23/24,6.7,4.3K,0,40400000,124,https://image.tmdb.org/t/p/w500/oranxontIQRmhuyQlkoAwxpeBYz.jpg
https://www.imdb.com/title/tt31392609/,How to Make Millions Before Grandma Dies,Comedy,9/13/24,8.0,12K,0,5200000,125,https://image.tmdb.org/t/p/w500/9Xa0Grd2jq2lM2gqcoTB4F9TjMd.jpg
https://www.imdb.com/title/tt26548265/,Maharaja,Action,6/13/24,8.4,64K,$2.4M,975500,141,https://image.tmdb.org/t/p/w500/s0m4TM1XRAftQStgKpw024RvkJo.jpg
https://www.imdb.com/title/tt23778968/,Thelma,Action,6/21/24,7.0,20K,0,12600000,98,https://image.tmdb.org/t/p/w500/rUcuageYgv9SsJoWuc0seRWG6JC.jpg
https://www.imdb.com/title/tt10245072/,Salem's Lot,Horror,10/3/24,5.6,32K,0,851200,114,https://image.tmdb.org/t/p/w500/j7ncdqBVufydVzVtxmXu8Ago4ox.jpg
https://www.imdb.com/title/tt1723808/,Reagan,Biography,8/30/24,6.2,10K,$25.0M,30100000,141,https://image.tmdb.org/t/p/w500/o21NB4f5fNk1dtrRlyAmA0C0cb3.jpg
https://www.imdb.com/title/tt30319503/,Dìdi,Comedy,8/16/24,7.3,11K,0,5100000,93,https://image.tmdb.org/t/p/w500/rb3R60903ghdBMtlo2EyCZ6WEdY.jpg
https://www.imdb.com/title/tt26757462/,Hellboy: The Crooked Man,Action,10/8/24,4.5,11K,$20.0M,2000000,99,https://image.tmdb.org/t/p/w500/3ZVv8XpfTbveKaHB4gsBolulmmk.jpg
https://www.imdb.com/title/tt30024043/,The Prosecutor,Action,12/21/24,6.9,1.1K,$40.3M,4000000,117,https://image.tmdb.org/t/p/w500/n3ZnFqp988MWfIkT8OHofEJfjlt.jpg
https://www.imdb.com/title/tt8542964/,Sleeping Dogs,Crime,3/22/24,6.2,20K,0,2100000,110,https://image.tmdb.org/t/p/w500/5DwQhh1HvTo7edaOeMX49NUyZqy.jpg
https://www.imdb.com/title/tt5672290/,The First Omen,Horror,4/5/24,6.5,62K,$30.0M,53800000,119,https://image.tmdb.org/t/p/w500/tnsDyNNkOxYUyjD8CNJoAla6YvY.jpg
https://www.imdb.com/title/tt12616480/,Slingshot,Sci-Fi,8/30/24,5.7,8.2K,0,818300,108,https://image.tmdb.org/t/p/w500/e6cCBe7DQOn9OFdFJ0eyVwSC8hR.jpg
https://www.imdb.com/title/tt28142896/,Weekend in Taipei,Action,11/8/24,5.7,3.8K,0,2900000,100,https://image.tmdb.org/t/p/w500/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg
https://www.imdb.com/title/tt24169886/,The Instigators,Action,8/9/24,6.2,36K,0,11100,101,https://image.tmdb.org/t/p/w500/dnYWsIFDmygCjNg65rY3uBymx81.jpg
https://www.imdb.com/title/tt27866861/,I Want to Talk,Drama,11/22/24,7.1,1.7K,0,14200,122,https://image.tmdb.org/t/p/w500/rqzv36dIy15ZdJvud02mYKKCRyT.jpg
https://www.imdb.com/title/tt19704542/,Sidelined: The QB and Me,Romance,11/29/24,5.9,3.1K,0,2200,99,https://image.tmdb.org/t/p/w500/mSL6truNrWP1Bn9ng1rN0SkMI4f.jpg
https://www.imdb.com/title/tt11762114/,Mean Girls,Comedy,1/12/24,5.6,36K,$36.0M,105000000,112,https://image.tmdb.org/t/p/w500/fbbj3viSUDEGT1fFFMNpHP1iUjw.jpg
https://www.imdb.com/title/tt22050754/,The Strangers: Chapter 1,Horror,5/17/24,4.6,22K,$8.5M,48200000,91,https://image.tmdb.org/t/p/w500/oYsCNpW4k7Pd7ac3uQfBhr2ihtW.jpg
https://www.imdb.com/title/tt32495687/,Sookshma Darshini,Comedy,11/22/24,7.8,8.5K,0,1700000,142,https://image.tmdb.org/t/p/w500/qVBiZjGE7ztsnkRVXnCBs9Dd6he.jpg
https://www.imdb.com/title/tt27858066/,Standing on the Shoulders of Kitties,Comedy,12/6/24,6.3,434,0,218800,111,https://image.tmdb.org/t/p/w500/cM90zLmPGiI2ZOnxC7WVdp1rYz3.jpg
https://www.imdb.com/title/tt27802490/,Exhuma,Drama,2/22/24,6.9,22K,0,93900000,134,https://image.tmdb.org/t/p/w500/6dasJ58GGFcC62H9KuukAryltUp.jpg
https://www.imdb.com/title/tt28618488/,Vermiglio,Drama,9/19/24,6.9,3K,0,2700000,119,https://image.tmdb.org/t/p/w500/zNEFWWS495ZWe8Jj5jTPS4zu9IF.jpg
https://www.imdb.com/title/tt26545708/,Aftermath,Action,11/1/24,5.1,2.1K,0,44000,97,https://image.tmdb.org/t/p/w500/3jVwnnSD4YxkGZM1F6RdLAu8Ayy.jpg
https://www.imdb.com/title/tt21261712/,Back to Black,Biography,5/17/24,6.3,25K,$30.0M,51000000,122,https://image.tmdb.org/t/p/w500/xHQEeUT3Ac4fTY72UeNrI75xLtE.jpg
https://www.imdb.com/title/tt30319854/,Sugarcane,Documentary,12/9/24,7.0,2.2K,0,121600,107,https://image.tmdb.org/t/p/w500/9Xx4o4MVSDv0pojOzoHMH5y85hB.jpg
https://www.imdb.com/title/tt16826430/,Night Call,Action,8/28/24,6.9,1.3K,0,679400,97,https://image.tmdb.org/t/p/w500/5NYSdTdM1A4WKDmxwoph7PSFunv.jpg
https://www.imdb.com/title/tt33674620/,Tabaah,Drama,10/18/24,5.5,472,$72.0K,15200,108,https://image.tmdb.org/t/p/w500/wHW4O5eJ7j0hSEZSHEPewkMuP99.jpg
https://www.imdb.com/title/tt31188121/,Rifle Club,Action,12/19/24,7.0,3.5K,$2.4M,651900,113,https://image.tmdb.org/t/p/w500/k1czxgmnH63A7old7hL4oNzqYMw.jpg
https://www.imdb.com/title/tt27304026/,Damaged,Action,9/6/24,4.7,6.9K,0,390100,97,https://image.tmdb.org/t/p/w500/tMO0YLXgJZBnIAjoTSz26zE33YN.jpg
https://www.imdb.com/title/tt23872640/,Dirty Angels,Action,12/11/24,4.3,2.8K,0,27200,104,https://image.tmdb.org/t/p/w500/1y3TG8N8zwwMxqh0qzdyDs3IyCq.jpg
https://www.imdb.com/title/tt28821371/,MadS,Horror,10/18/24,6.4,6.4K,0,49800,89,https://image.tmdb.org/t/p/w500/rdozcXaQKmoy0NAOobad2R16315.jpg
https://www.imdb.com/title/tt22042346/,2073,Documentary,12/27/24,5.1,1.4K,0,45600,85,https://image.tmdb.org/t/p/w500/l67ir3kU53FYd6Vjwhqrkih1H1P.jpg
https://www.imdb.com/title/tt29461220/,Pani,Action,10/24/24,6.9,2.4K,0,913600,143,https://image.tmdb.org/t/p/w500/1JQpkfOIrIXhTTbTmzryVX3GZZK.jpg
https://www.imdb.com/title/tt30227076/,Black Box Diaries,Documentary,11/28/24,7.5,2.1K,0,32800,102,https://image.tmdb.org/t/p/w500/wX95ps6Haijvt7evwSwqx1gs88e.jpg
https://www.imdb.com/title/tt26237514/,Bonhoeffer: Pastor. Spy. Assassin.,Biography,11/22/24,6.3,3.1K,0,12200000,133,https://image.tmdb.org/t/p/w500/9WtImcI6k9XOcnPmSeN2Kzpf4ay.jpg
https://www.imdb.com/title/tt14452174/,Soundtrack to a Coup d'Etat,Documentary,11/21/24,7.8,1.7K,0,338800,150,https://image.tmdb.org/t/p/w500/eZOB9UurVQjpdIp72L49pyd3anw.jpg
https://www.imdb.com/title/tt30321146/,In a Violent Nature,Drama,6/28/24,5.6,24K,0,4600000,94,https://image.tmdb.org/t/p/w500/hPfWHgq07nXbeldwEGxWB4JqwtE.jpg
https://www.imdb.com/title/tt23468836/,Touch,Drama,5/29/24,7.4,4.9K,0,3000000,121,https://image.tmdb.org/t/p/w500/nDdLtBgNG3FiHqeOEKIdC8zCHFw.jpg
https://www.imdb.com/title/tt10993078/,Boneyard,Action,7/5/24,4.1,4.6K,0,314200,96,https://image.tmdb.org/t/p/w500/At4aWmOnKwH9k1ciB5ZNe0dP1jH.jpg
https://www.imdb.com/title/tt5779228/,The Garfield Movie,Animation,5/24/24,5.7,23K,$60.0M,257200000,101,https://image.tmdb.org/t/p/w500/xYduFGuch9OwbCOEUiamml18ZoB.jpg
https://www.imdb.com/title/tt22874848/,The Silent Hour,Action,10/11/24,6.1,6.3K,0,322100,99,https://image.tmdb.org/t/p/w500/j736cRzBtEPCm0nHnpRN1prqiqj.jpg
https://www.imdb.com/title/tt22863968/,Something in the Water,Adventure,5/3/24,4.1,4.3K,0,1500000,86,https://image.tmdb.org/t/p/w500/1iWGGxHEwswZGvPSoMZlLFf0PNq.jpg
https://www.imdb.com/title/tt30225465/,Why Do You?,Drama,4/25/24,5.4,380,0,291600,103,https://image.tmdb.org/t/p/w500/8IDvQvokR7lyhg2KEBuGHWNiXwM.jpg
https://www.imdb.com/title/tt1609486/,Harold and the Purple Crayon,Animation,8/2/24,5.7,7.4K,$40.0M,32200000,90,https://image.tmdb.org/t/p/w500/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg
https://www.imdb.com/title/tt12735488/,Kalki 2898 AD,Action,6/27/24,7.0,65K,$72.0M,125900000,180,https://image.tmdb.org/t/p/w500/rstcAnBeCkxNQjNp3YXrF6IP1tW.jpg
https://www.imdb.com/title/tt21201300/,Bagman,Horror,9/27/24,4.6,4K,$14.5M,1300000,93,https://image.tmdb.org/t/p/w500/53IK9rlZJbwFYbNnJZiLq7UWxkT.jpg
https://www.imdb.com/title/tt5177114/,Young Woman and the Sea,Biography,7/19/24,7.5,16K,0,581700,129,https://image.tmdb.org/t/p/w500/bZlecCuBVvKuarNGvchBwaOsQ3c.jpg
https://www.imdb.com/title/tt3954936/,Monster Summer,Adventure,10/4/24,5.7,3.3K,0,102900,97,https://image.tmdb.org/t/p/w500/zD2UZkh0DwbDEMuOKIR7jgwgulZ.jpg
https://www.imdb.com/title/tt20201748/,Greedy People,Comedy,8/23/24,6.2,9.8K,0,182400,112,https://image.tmdb.org/t/p/w500/aIUZiciO0nMh8MrhmsTaMWZvEWK.jpg
https://www.imdb.com/title/tt14415204/,Never Let Go,Horror,9/20/24,5.4,13K,$25.0M,16600000,101,https://image.tmdb.org/t/p/w500/iwUoM3y77fov7bKyFMwpGMzRHyn.jpg
https://www.imdb.com/title/tt33175825/,Attack on Titan the Movie: The Last Attack,Animation,11/8/24,9.3,12K,0,11400000,145,https://image.tmdb.org/t/p/w500/eWcbHTL4F244uqu5QD0ccAgEFx7.jpg
https://www.imdb.com/title/tt30841606/,Rumours,Comedy,12/6/24,5.1,3.8K,0,695400,104,https://image.tmdb.org/t/p/w500/lAjLzQDyUXxCH4tOBxkRYDbBpY.jpg
https://www.imdb.com/title/tt18277182/,Girls Will Be Girls,Drama,12/18/24,7.1,2.1K,0,16300,118,https://image.tmdb.org/t/p/w500/psklilaTgyczbHidamDlpFWodb0.jpg
https://www.imdb.com/title/tt23330554/,Winnie-the-Pooh: Blood and Honey 2,Horror,6/26/24,4.7,11K,$1.0M,7600000,93,https://image.tmdb.org/t/p/w500/2sADrLwMQof6yYmrJRSa04tFZuS.jpg
https://www.imdb.com/title/tt24577462/,Afraid,Horror,8/30/24,5.2,13K,$12.0M,13000000,84,https://image.tmdb.org/t/p/w500/gUREuXCnJLVHsvKXDH9fgIcfM6e.jpg
https://www.imdb.com/title/tt14088510/,Tarot,Horror,5/3/24,4.8,30K,$8.2M,49300000,92,https://image.tmdb.org/t/p/w500/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg
https://www.imdb.com/title/tt31723358/,Ask Me What You Want,Drama,11/29/24,3.4,277,0,2200000,114,https://image.tmdb.org/t/p/w500/6MsRwOG96qs5KtPjxVuvMcUPjdU.jpg
https://www.imdb.com/title/tt13818368/,Fighter,Action,1/25/24,6.2,52K,$3.0M,3800000,166,https://image.tmdb.org/t/p/w500/zqFuriKJ6pYDvf72kXNLONnuE8k.jpg
https://www.imdb.com/title/tt31711040/,Look Back,Not_Found,11/7/24,7.8,13K,0,12600000,58,https://image.tmdb.org/t/p/w500/4f2EcNkp1Mvp9wE5w7HKxcmACWg.jpg
https://www.imdb.com/title/tt21905744/,The Front Room,Not_Found,9/6/24,4.6,4.9K,0,3200000,94,https://image.tmdb.org/t/p/w500/zjkU6mZH9dMbQK2B622MlsRT8uw.jpg
https://www.imdb.com/title/tt30321095/,Ghostlight,Not_Found,6/14/24,7.6,5.2K,0,767900,115,https://image.tmdb.org/t/p/w500/aqSuuJdNYmx1Gsd0J8lqfzMADfE.jpg
https://www.imdb.com/title/tt29252358/,Armor,Not_Found,11/22/24,3.5,3.4K,0,192300,89,https://image.tmdb.org/t/p/w500/pnXLFioDeftqjlCVlRmXvIdMsdP.jpg
https://www.imdb.com/title/tt21188080/,Lisa Frankenstein,Not_Found,2/9/24,6.1,27K,$13.0M,9900000,101,https://image.tmdb.org/t/p/w500/jAW7ZdIm4HLKB3g15uMOWYNdU8r.jpg
https://www.imdb.com/title/tt19864832/,La Cocina,Not_Found,10/25/24,7.3,1.9K,0,97500,139,https://image.tmdb.org/t/p/w500/5Hnlt0KY7OtYRLIDPaR4oDS3Ajo.jpg
https://www.imdb.com/title/tt22334258/,Someone Like You,Not_Found,4/2/24,5.7,1.8K,0,5900000,118,https://image.tmdb.org/t/p/w500/zsvD0BjEQIIoh2PpE5X7VXmSrQO.jpg
https://www.imdb.com/title/tt15980138/,Kishkindha Kaandam,Not_Found,9/12/24,8.0,10K,0,1900000,133,https://image.tmdb.org/t/p/w500/rniBYHDRs6e8qMkPr4D4ZE5uMhF.jpg
https://www.imdb.com/title/tt20048582/,Canary Black,Not_Found,10/24/24,5.4,10K,0,818200,101,https://image.tmdb.org/t/p/w500/hhiR6uUbTYYvKoACkdAIQPS5c6f.jpg
https://www.imdb.com/title/tt29141112/,The Devil's Bath,Not_Found,3/8/24,6.6,5.4K,0,54300,121,https://image.tmdb.org/t/p/w500/ycoXsJomPmPjtCfNweM0UWiTkPY.jpg
https://www.imdb.com/title/tt10720352/,Arthur the King,Not_Found,3/15/24,7.0,33K,0,40900000,107,https://image.tmdb.org/t/p/w500/zkKB3kOun5DKAkm61pHvLbrjxfa.jpg
https://www.imdb.com/title/tt26660021/,Aavesham,Not_Found,4/11/24,7.8,26K,0,3700000,155,https://image.tmdb.org/t/p/w500/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg
https://www.imdb.com/title/tt4996328/,Ordinary Angels,Not_Found,2/23/24,7.4,15K,$13.0M,20600000,118,https://image.tmdb.org/t/p/w500/wdi9kEU4W2UeBTtdqOPZISGMtDR.jpg
https://www.imdb.com/title/tt26745321/,Armand,Not_Found,9/27/24,6.2,2K,0,715500,117,https://image.tmdb.org/t/p/w500/toW7qhFaO3VvuoRXFNpjs55PXMZ.jpg
https://www.imdb.com/title/tt7340766/,Timestalker,Not_Found,10/11/24,5.5,2.7K,0,162900,89,https://image.tmdb.org/t/p/w500/gUIBW4NKSFQ2GiJLLULDmtHT21.jpg
https://www.imdb.com/title/tt28150132/,Omni Loop,Not_Found,9/20/24,5.5,2.2K,0,40300,112,https://image.tmdb.org/t/p/w500/aKrwq3HeyFcl5MXb7tcsileoF9I.jpg
https://www.imdb.com/title/tt31015278/,My Favourite Cake,Not_Found,7/11/24,7.4,6.2K,0,1700000,97,https://image.tmdb.org/t/p/w500/gs6XHzRPZWBMUbFkZUwMDgNz0li.jpg
https://www.imdb.com/title/tt24515124/,Winter Spring Summer or Fall,Not_Found,6/6/24,6.0,321,0,633,97,https://image.tmdb.org/t/p/w500/mEPi5ISa5RmzpzeDfwkhX0CcNsf.jpg
https://www.imdb.com/title/tt14539318/,The Beast Within,Horror,7/26/24,4.2,4.3K,0,51900,97,https://image.tmdb.org/t/p/w500/5RvNjlDufqUBH3iHBPb1cS53wXl.jpg
https://www.imdb.com/title/tt19811010/,The Remarkable Life of Ibelin,Documentary,10/25/24,8.2,11K,0,1300000,103,https://image.tmdb.org/t/p/w500/3gk2F3wrPCPzrnUM81tjVcgyWHV.jpg
https://www.imdb.com/title/tt11950888/,Cellar Door,Thriller,11/1/24,5.3,2.8K,0,39800,97,https://image.tmdb.org/t/p/w500/9vasnPh69RoUg9oUpzXoErMVDB7.jpg
https://www.imdb.com/title/tt11240348/,The Exorcism,Horror,6/21/24,4.2,11K,$22.0M,12600000,95,https://image.tmdb.org/t/p/w500/ar2h87jlTfMlrDZefR3VFz1SfgH.jpg
https://www.imdb.com/title/tt2965408/,Lost on a Mountain in Maine,Adventure,11/1/24,6.2,868,0,1200000,98,https://image.tmdb.org/t/p/w500/elKEzHpbdoTMkK0IpUKcK6x1Ttl.jpg
https://www.imdb.com/title/tt27510174/,Stree 2: Sarkate Ka Aatank,Comedy,8/16/24,6.9,40K,0,7400000,147,https://image.tmdb.org/t/p/w500/nfnhwfUEFuSOxxf4jDdBlY6Lccw.jpg
https://www.imdb.com/title/tt23018924/,Thangalaan,Action,8/15/24,6.6,6.4K,0,504400,156,https://image.tmdb.org/t/p/w500/dAci50FwevkdWIUzQWpdz7kSKHe.jpg
https://www.imdb.com/title/tt8521778/,Bob Marley: One Love,Biography,2/14/24,6.2,34K,0,180900000,107,https://image.tmdb.org/t/p/w500/tn6fGquvQXzUsbSIWg1OV2GBMNW.jpg
